label_raw,n,v9_roles,d056_roles,event_context,participant,rule_id
photogrpahy,1,photographer,other,wedding_day,,unmatched
photogrphy,1,photographer,other,wedding_day,,unmatched
photogs,1,photographer,other,wedding_day,,unmatched
photos and videos,1,photographer,photographer,wedding_day,,compound(exact)
photos by gwa member,1,photographer,photographer,wedding_day,,exact.stripped
photos by talented,1,photographer,photographer,wedding_day,,exact.stripped
photos by the super talented,1,photographer,photographer,wedding_day,,exact.stripped
photos by yours truly,1,photographer,photographer,wedding_day,,exact.stripped
photos captured & edited by,1,photographer,album_editing,wedding_day,,compound(exact)
photos captured by,1,photographer,other,wedding_day,,unmatched
photos courtesy of,1,photographer,photographer,wedding_day,,exact.stripped
photos edited by,1,photographer,other,wedding_day,,unmatched
photos from the talented,1,photographer,photographer,wedding_day,,exact.stripped
photos from work in team with,1,photographer,photographer,wedding_day,,exact.stripped
photos of erin & marian by,1,photographer,other,wedding_day,,unmatched
photos of isabella & trae by,1,photographer,other,wedding_day,,unmatched
photos of rachel & ghengis by,1,photographer,other,wedding_day,,unmatched
photos posted,1,photographer,other,wedding_day,,unmatched
photos shown here captured by,1,photographer,other,wedding_day,,unmatched
photos taken by the fabulous,1,photographer,other,wedding_day,,unmatched
photos taken while assisting,1,photographer,other,wedding_day,,unmatched
photos taken while working for,1,photographer,other,wedding_day,,unmatched
photoshoot done by,1,photographer,other,wedding_day,,unmatched
photoshoot location,1,photographer,venue,wedding_day,,h.venue
photoshoot place,1,photographer,other,wedding_day,,unmatched
phototgrapher,1,photographer,other,wedding_day,,unmatched
phototography,1,photographer,other,wedding_day,,unmatched
photpgraphy,1,other,other,wedding_day,,unmatched
pictures,1,other,other,wedding_day,,unmatched
pictures by the talented,1,other,other,wedding_day,,unmatched
pieces,1,other,other,wedding_day,,unmatched
pilates & pour,1,other,other,wedding_day,,unmatched
pillars design inspired by,1,other,other,wedding_day,,unmatched
pin spotting,1,other,other,wedding_day,,unmatched
pipe & drape,1,other,other,wedding_day,,unmatched
pizza,1,other,other,wedding_day,,unmatched
pizza & vibes,1,other,other,wedding_day,,unmatched
pjs,1,other,other,wedding_day,,unmatched
placemats,1,other,other,wedding_day,,unmatched
placesetting,1,other,other,wedding_day,,unmatched
planet chambo is sponsored by,1,other,other,wedding_day,,unmatched
planing,1,other,other,wedding_day,,unmatched
planned and by stephanie,1,planner,other,wedding_day,,unmatched
planned and executed by,1,planner,other,wedding_day,,unmatched
planner & bride,1,planner,planner,wedding_day,,compound(exact)
planner & designer & stationery,1,planner,planner|event_design|stationery,wedding_day,,compound(exact+exact+exact)
planner & floral,1,planner,planner|florist,wedding_day,,compound(exact+exact)
planner & photobooth,1,photobooth,planner|photo_booth,wedding_day,,compound(exact+exact)
planner & stylist,1,planner,planner|event_design,wedding_day,,compound(exact+exact)
planner + floral + designer,1,planner,planner|florist|event_design,wedding_day,,compound(exact+exact+exact)
planner + florals,1,planner,planner|florist,wedding_day,,compound(exact+exact)
planner + styling,1,planner,planner|event_design,wedding_day,,compound(exact+exact)
planner alyssa,1,planner,other,wedding_day,,unmatched
planner chrissy magliano,1,planner,other,wedding_day,,unmatched
planner frank andonoplas,1,planner,other,wedding_day,,unmatched
planner giovanna danno,1,planner,other,wedding_day,,unmatched
planner incredible,1,planner,other,wedding_day,,unmatched
planner jenny bartkus,1,planner,other,wedding_day,,unmatched
planner jesse deckard,1,planner,other,wedding_day,,unmatched
planner johnna neilson,1,planner,other,wedding_day,,unmatched
planner katie goggin,1,planner,other,wedding_day,,unmatched
planner lauren knuepfer rozum,1,planner,other,wedding_day,,unmatched
planner rupal patel,1,planner,other,wedding_day,,unmatched
planner shaun rajah,1,planner,other,wedding_day,,unmatched
planner support,1,planner,other,wedding_day,,unmatched
planning & coordinating,1,planner,planner,wedding_day,,compound(exact)
planning & event design,1,planner,planner|event_design,wedding_day,,compound(exact+exact)
planning & event management,1,planner,planner,wedding_day,,compound(exact)
planning & execution,1,planner,planner,wedding_day,,compound(exact)
planning & mobile bar,1,planner,planner|bar_service,wedding_day,,compound(exact+exact)
planning & photo,1,planner,planner|photographer,wedding_day,,compound(exact+exact)
planning & styling,1,planner,planner|event_design,wedding_day,,compound(exact+exact)
planning + design + styling,1,planner,planner|event_design,wedding_day,,compound(exact+exact+exact)
planning + floral,1,planner,planner|florist,wedding_day,,compound(exact+exact)
planning ahead has its perks at,1,planner,other,wedding_day,,unmatched
planning and catering,1,planner,planner|catering,wedding_day,,compound(exact+exact)
planning and floral,1,planner,planner|florist,wedding_day,,compound(exact+exact)
planning and signage,1,planner,planner|signage,wedding_day,,compound(exact+exact)
planning by the incredible,1,planner,planner,wedding_day,,exact.stripped
planning emma with,1,planner,other,wedding_day,,unmatched
planning from,1,planner,planner,wedding_day,,exact.stripped
planning guidance,1,planner,other,wedding_day,,unmatched
planning services,1,planner,other,wedding_day,,unmatched
plant nursery,1,other,other,wedding_day,,unmatched
plant rentals,1,rentals,rentals,wedding_day,,h.rentals
plants,1,other,other,wedding_day,,unmatched
podcast host,1,other,other,wedding_day,,unmatched
polish charcuterie,1,other,other,wedding_day,,unmatched
popsicles,1,other,other,wedding_day,,unmatched
portrait bar,1,other,bar_service,wedding_day,,h.bar
portrait by my friend,1,other,other,wedding_day,,unmatched
portrait experience,1,other,other,wedding_day,,unmatched
portrait studio,1,other,other,wedding_day,,unmatched
portrait venue,1,venue,venue,wedding_day,,h.venue
portraits of your personal palace,1,other,other,wedding_day,,unmatched
post inspo,1,other,other,wedding_day,,unmatched
post wedding session hotel,1,hotel,accommodations,wedding_day,,h.accommodations
pots,1,other,other,wedding_day,,unmatched
powder blush,1,other,other,wedding_day,,unmatched
power,1,other,other,wedding_day,,unmatched
pr agency,1,other,other,wedding_day,,unmatched
pre wedding services,1,other,other,wedding_day,,unmatched
pre wedding venue,1,venue,venue,wedding_day,,h.venue
prep location,1,other,venue,getting_ready,,phase_venue.modifier
prep venue,1,venue,venue,getting_ready,,phase_venue.modifier
preparation and portraits,1,other,photographer,wedding_day,,compound(exact)
presented in collaboration with,1,other,other,wedding_day,,unmatched
presenting sponsor,1,other,other,wedding_day,,unmatched
presenting the gilberts,1,other,other,wedding_day,,unmatched
presenting the larsons,1,other,other,wedding_day,,unmatched
presenting the lonetrees,1,other,other,wedding_day,,unmatched
presenting the mccalebs,1,other,other,wedding_day,,unmatched
presenting the mcgraths,1,other,other,wedding_day,,unmatched
preservation of bouquet,1,other,florist,wedding_day,,h.florist
pressed powder,1,other,other,wedding_day,,unmatched
pretty paper design,1,stationery,event_design,wedding_day,,h.event_design
prewedding venue,1,venue,venue,wedding_day,,h.venue
priest,1,other,officiant,wedding_day,,exact
princess,1,other,other,wedding_day,,unmatched
printed items & invitations,1,stationery,stationery,wedding_day,,compound(exact+exact)
printed material and signs,1,other,signage,wedding_day,,compound(h.signage)
private car service,1,other,other,wedding_day,,unmatched
private residence,1,other,other,wedding_day,,unmatched
production & dj,1,dj,lighting_production|dj,wedding_day,,compound(exact+exact)
production & florals,1,florist,lighting_production|florist,wedding_day,,compound(exact+exact)
production and decor,1,rentals,lighting_production|decor_other,wedding_day,,compound(exact+exact)
production and fabrication support,1,other,lighting_production,wedding_day,,compound(exact)
production and lighting,1,other,lighting_production,wedding_day,,compound(exact+exact)
production and vogue photobooth,1,photobooth,lighting_production|photo_booth,wedding_day,,compound(exact+h.photo_booth)
production by,1,other,lighting_production,wedding_day,,exact.stripped
production company,1,other,other,wedding_day,,unmatched
production design,1,other,event_design,wedding_day,,h.event_design
production designer,1,other,event_design,wedding_day,,h.event_design
production rentals,1,rentals,rentals,wedding_day,,h.rentals
production sound & lighting,1,other,lighting_production,wedding_day,,compound(h.lighting+exact)
professional trader,1,other,other,wedding_day,,unmatched
program,1,other,stationery,wedding_day,,h.stationery
programs chair,1,hair,rentals,wedding_day,,h.rentals
projectors & screens,1,other,other,wedding_day,,unmatched
promoter,1,other,other,wedding_day,,unmatched
pronovias,1,other,other,wedding_day,,unmatched
prosecco provided by,1,other,other,wedding_day,,unmatched
proud of this one featured in,1,other,other,wedding_day,,unmatched
public relations,1,other,other,wedding_day,,unmatched
publicist,1,other,other,wedding_day,,unmatched
published by,1,other,other,wedding_day,,unmatched
published in,1,other,press_feature,wedding_day,,press
publisher & concept,1,other,event_design,wedding_day,,compound(exact)
pull tabs,1,other,other,wedding_day,,unmatched
pups,1,other,other,wedding_day,,unmatched
pups caretakers,1,other,other,wedding_day,,unmatched
purse & shoes,1,attire,accessories,wedding_day,,compound(exact)
pushpachitra by,1,other,other,wedding_day,,unmatched
r&r logo,1,other,other,wedding_day,,unmatched
rachael + billy,1,other,other,wedding_day,,unmatched
rachel + austin,1,other,other,wedding_day,,unmatched
rachel + david wedding,1,other,other,wedding_day,,unmatched
rankings per,1,other,other,wedding_day,,unmatched
ravichandra kulur flute,1,other,other,wedding_day,,unmatched
raw bar ice,1,other,other,wedding_day,,unmatched
reach out for details at info,1,other,other,wedding_day,,unmatched
rebecca & kathryn stylist,1,other,event_design,wedding_day,,compound(h.event_design)
rebekah,1,other,other,wedding_day,,unmatched
recent work for,1,other,other,wedding_day,,unmatched
reception & accomodations,1,other,accommodations,reception,,h.accommodations.ctx
reception attire,1,attire,attire,reception,,exact.ctx
reception caterer,1,catering,catering,reception,,exact.ctx
reception day mua,1,beauty_other,makeup,reception,,h.makeup.ctx
reception florals,1,florist,florist,reception,,exact.ctx
reception florist,1,florist,florist,reception,,exact.ctx
reception food,1,catering,catering,reception,,exact.ctx
reception lighting,1,other,lighting_production,reception,,exact.ctx
reception live painter,1,other,live_painter,reception,,exact.ctx
reception lwd,1,other,other,reception,,unmatched
reception makeup,1,makeup,makeup,reception,,exact.ctx
reception outfit,1,attire,attire,reception,,exact.ctx
reception portrait studio,1,other,other,reception,,unmatched
reception shoes,1,attire,accessories,reception,,exact.ctx
reception signage,1,other,signage,reception,,exact.ctx
reception singer,1,other,live_music,reception,,exact.ctx
reception site,1,other,venue,reception,,phase_venue.modifier
reel by,1,other,videographer,wedding_day,,exact
reel creator,1,other,other,wedding_day,,unmatched
reel song,1,other,other,wedding_day,,unmatched
refining the industrial,1,other,other,wedding_day,,unmatched
rehearsal dinner + welcome event,1,catering,catering,rehearsal_dinner,,compound(h.catering)
rehearsal dinner + welcome reception,1,catering,catering,rehearsal_dinner,,compound(h.catering)
rehearsal dress,1,attire,attire,rehearsal_dinner,,exact.ctx
rehearsal makeup,1,makeup,makeup,rehearsal_dinner,,exact.ctx
removals + clean ups,1,other,other,wedding_day,,unmatched
rental decor,1,rentals,decor_other,wedding_day,,h.decor
rentals & catering,1,catering,rentals|catering,wedding_day,,compound(exact+exact)
rentals & chairs,1,hair,rentals,wedding_day,,compound(exact+exact)
rentals & custom designs,1,rentals,rentals,wedding_day,,compound(exact)
rentals & design,1,rentals,rentals|event_design,wedding_day,,compound(exact+exact)
rentals & furnishings,1,rentals,rentals,wedding_day,,compound(exact)
rentals & lighting,1,rentals,rentals|lighting_production,wedding_day,,compound(exact+exact)
rentals & production,1,rentals,rentals|lighting_production,wedding_day,,compound(exact+exact)
rentals + draping,1,rentals,rentals|lighting_production,wedding_day,,compound(exact+exact)
rentals + photobooth,1,photobooth,rentals|photo_booth,wedding_day,,compound(exact+exact)
rentals and linen,1,rentals,rentals,wedding_day,,compound(exact+exact)
rentals by,1,rentals,rentals,wedding_day,,exact.stripped
rentals from,1,rentals,rentals,wedding_day,,exact.stripped
reposting from,1,other,other,wedding_day,,unmatched
reserve your spot via,1,other,other,wedding_day,,unmatched
restroom trailer,1,other,other,wedding_day,,unmatched
retailer,1,other,other,wedding_day,,unmatched
retouch,1,other,other,wedding_day,,unmatched
retro boat,1,other,other,wedding_day,,unmatched
retro car,1,other,transportation,wedding_day,,h.transportation
revel global events,1,other,other,wedding_day,,unmatched
reverend,1,other,other,wedding_day,,unmatched
ribbon,1,other,other,wedding_day,,unmatched
rico mash,1,other,other,wedding_day,,unmatched
ridge country club,1,other,other,wedding_day,,unmatched
ring & jewelry,1,jeweler,jewelry,wedding_day,,compound(exact+exact)
ring box,1,jeweler,other,wedding_day,,unmatched
ring designer,1,jeweler,event_design,wedding_day,,h.event_design
rings & bridal jewelry,1,attire,jewelry,wedding_day,,compound(exact+exact.stripped)
rings custom by john rowe,1,jeweler,other,wedding_day,,unmatched
rings from,1,jeweler,jewelry,wedding_day,,exact.stripped
rings made by,1,jeweler,other,wedding_day,,unmatched
river room,1,other,other,wedding_day,,unmatched
roaming cannolis,1,other,other,wedding_day,,unmatched
roaring twenties fashion,1,jeweler,attire,wedding_day,,h.attire
